first_name,last_name,dob,last_active,score,member_since,state,source,company_name
Gerald,Schultz,1995/08/19,2018/02/27,42,1996,KS,us softball league,Peterson and Sons
Katrina,Andrews,1966/12/04,2019/01/07,64,1970,AL,us softball league,Mcdonald Inc
John,Price,1970/12/31,2018/03/15,89,1983,IL,us softball league,"Alvarez, Schaefer and Robertson"
Pamela,Johnston,1977/05/05,2018/11/02,51,2003,AL,us softball league,Rivera-Morrow
Jacob,Williams,1969/12/22,2018/12/20,95,1992,ID,us softball league,Hunter Ltd
Jordan,Daniels,1967/08/26,2018/11/02,68,2016,AR,us softball league,
Dennis,Short,1990/12/31,2018/06/26,54,1999,AK,us softball league,"Smith, Torres and Matthews"
Joseph,Campbell,1982/05/28,2018/04/16,36,1994,CO,us softball league,"Jackson, Carlson and Contreras"
Francis,Peterson,1973/05/09,2018/03/30,45,1995,KS,us softball league,"Mullen, Huffman and Vasquez"
Lindsey,Evans MD,1980/01/19,2018/06/04,39,1984,CT,us softball league,"Alvarez, Schaefer and Robertson"
Karen,Smith,1994/08/06,2018/07/03,59,1988,DE,us softball league,"Mullen, Huffman and Vasquez"
Raymond,Scott,1959/07/08,2018/04/16,63,1979,CT,us softball league,"Mullen, Huffman and Vasquez"
Jared,Patel,1965/03/08,2018/11/06,36,2016,MA,us softball league,"Kelley, Gilbert and Jackson"
Nicole,Johnston,1972/03/25,2018/06/10,67,1994,NV,us softball league,Parker Group
Donald,Burns,1968/12/18,2018/07/15,92,1976,IA,us softball league,Taylor-Alvarez
Lori,Hutchinson,1973/09/04,2018/03/29,59,2002,NM,us softball league,"Martin, Mcknight and Clark"
Angela,Hunt,1984/02/13,2018/07/11,37,1991,NH,us softball league,"Hopkins, Barnes and Ward"
Jeffrey,Crawford,1991/11/30,2018/08/26,78,1979,LA,us softball league,"Brown, Vasquez and Sanchez"
Joshua,Huang,1960/08/05,2018/05/28,54,1981,AK,us softball league,Scott and Sons
Grace,Walters,1983/04/18,2018/07/08,88,1990,NJ,us softball league,"Smith, Torres and Matthews"
Darius,Kennedy DVM,1959/10/11,2018/05/23,68,2017,NE,us softball league,"Hopkins, Barnes and Ward"
Tracy,Franklin,1963/09/23,2018/10/06,64,2003,CO,us softball league,"Brown, Vasquez and Sanchez"
Franklin,Martinez,1996/03/03,2018/06/14,91,1973,HI,us softball league,Williams-Stephenson
Veronica,Leon DDS,1963/10/05,2018/01/22,62,2004,GA,us softball league,"Smith, Torres and Matthews"
Ashley,Scott,1993/03/09,2018/11/02,30,1978,WI,us softball league,Hunter Ltd
Debra,Foster,1974/06/18,2018/03/06,91,1986,KY,us softball league,Keller Group
John,Gilbert,1996/06/19,2018/08/04,69,1995,NM,us softball league,"Mullen, Huffman and Vasquez"
Amanda,Jordan,1959/08/02,2018/10/29,87,1990,CT,us softball league,Rivera-Morrow
Jimmy,Nunez,1983/10/04,2018/04/27,88,1999,AK,us softball league,"Alvarez, Schaefer and Robertson"
Michael,Smith,1988/07/21,2018/09/13,64,2016,AL,us softball league,"Smith, Torres and Matthews"
Linda,Chandler,1972/12/10,2018/04/29,66,1996,NC,us softball league,Scott and Sons
Lauren,Cole,1989/06/16,2018/07/19,69,1997,NE,us softball league,Bruce Inc
Aaron,Rice,1964/04/27,2018/03/22,40,2013,MT,us softball league,Rivera Ltd
Jacob,Sanders,1967/03/10,2018/10/19,53,2018,MN,us softball league,"Alvarez, Schaefer and Robertson"
Justin,Jones,1980/03/11,2018/04/28,60,1980,ID,us softball league,Bruce Inc
Maria,Stephenson,1969/12/29,2018/02/02,44,1990,OR,us softball league,Rivera-Morrow
Brianna,Horn,1975/12/17,2018/01/24,79,1993,NH,us softball league,"Alvarez, Schaefer and Robertson"
Jasmine,Long,1982/09/03,2018/08/07,46,2011,NE,us softball league,Rivera Ltd
Teresa,Martin,1969/01/13,2018/07/15,98,1972,ME,us softball league,Mcdonald Inc
Nicole,Young,1980/12/05,2019/01/09,88,1988,VA,us softball league,"Kelley, Gilbert and Jackson"
Christine,Fowler,1981/10/31,2018/10/04,99,1977,MT,us softball league,"Smith, Torres and Matthews"
Ryan,Griffin,1965/09/08,2018/12/17,38,1984,SD,us softball league,
Penny,Ramos,1994/12/09,2018/10/30,73,2002,TX,us softball league,"Smith, Torres and Matthews"
Brian,Vasquez,1997/02/07,2018/08/21,62,1996,NH,us softball league,"Mullen, Huffman and Vasquez"
Lisa,Jenkins,1975/02/03,2018/11/24,67,1995,IA,us softball league,Hunter Ltd
Jeremy,Pena,1978/07/02,2018/01/13,56,1984,AL,us softball league,
Mrs.,Catherine Howard,1961/01/20,2018/06/19,53,1991,MS,us softball league,"Jackson, Carlson and Contreras"
Christopher,Reynolds,1976/09/25,2018/02/01,36,1995,ID,us softball league,
Christine,Simmons,1963/12/11,2018/04/03,48,1987,ME,us softball league,"Brown, Vasquez and Sanchez"
Charles,Lewis,1961/08/01,2018/01/14,55,2000,SC,us softball league,"Hopkins, Barnes and Ward"
Connor,Robles,1959/11/19,2018/02/23,80,2013,WY,us softball league,Peterson and Sons
Nancy,Smith,1970/08/16,2018/05/15,36,2017,WI,us softball league,Parker Group
Courtney,Hoover MD,1988/08/01,2019/01/05,98,2010,VA,us softball league,Hunter Ltd
Theresa,Hernandez,1980/06/21,2018/05/18,93,1977,UT,us softball league,"Alvarez, Schaefer and Robertson"
Michael,Garcia,1971/05/06,2018/02/22,62,1979,OH,us softball league,Bruce Inc
Eric,Chapman,1982/03/12,2018/09/25,80,2007,ME,us softball league,Mcdonald Inc
Edward,Benson,1988/12/26,2018/01/24,90,2016,LA,us softball league,
Ralph,King,1968/09/29,2018/09/06,70,1972,SC,us softball league,Parker Group
Theresa,Miller,1968/08/19,2018/12/12,53,2011,ID,us softball league,"Jackson, Carlson and Contreras"
Michael,Walters,1996/12/15,2018/03/13,93,1997,VA,us softball league,Scott and Sons
Lindsey,Holmes,1964/05/27,2018/08/24,61,1976,LA,us softball league,"Jackson, Carlson and Contreras"
James,Jackson,1981/03/01,2018/09/18,76,1980,LA,us softball league,Bruce Inc
Cassandra,Benitez,1961/01/16,2018/11/24,49,2004,ME,us softball league,"Jackson, Carlson and Contreras"
Paula,Martinez,1988/09/12,2018/07/22,38,1998,KS,us softball league,Williams-Stephenson
Aaron,Bowers Jr.,1971/07/27,2018/12/01,86,1994,CA,us softball league,Rivera-Morrow
Deborah,Mccall,1980/12/13,2018/01/19,58,1975,CT,us softball league,Mcdonald Inc
Karen,Kidd,1984/09/01,2018/04/11,94,1987,OK,us softball league,Rivera Ltd
James,Liu,1965/07/17,2018/05/30,76,1999,FL,us softball league,Taylor-Alvarez
Nicole,Cox,1996/05/27,2018/01/22,35,1995,VA,us softball league,Hunter Ltd
Amy,Clark,1964/02/15,2018/03/08,36,1995,GA,us softball league,Pearson Group
Robert,Johnson,1991/04/20,2018/08/01,39,1979,PA,us softball league,Parker Group
Chelsea,Castro,1975/01/18,2018/10/26,60,2017,NE,us softball league,"Alvarez, Schaefer and Robertson"
Daniel,Johnson MD,1967/04/06,2018/10/09,56,2005,MI,us softball league,"Hopkins, Barnes and Ward"
April,Reyes,1993/03/30,2018/02/19,88,1999,NE,us softball league,"Jackson, Carlson and Contreras"
Catherine,Cain,1984/05/01,2019/01/02,95,2013,VA,us softball league,Parker Group
Antonio,Watson,1992/01/31,2018/03/27,40,2003,UT,us softball league,Parker Group
Jenna,Johnson,1984/06/27,2018/10/17,51,1995,WV,us softball league,Scott and Sons
Jorge,Blair,1977/11/03,2018/03/05,46,1986,GA,us softball league,Hunter Ltd
Kelly,Garcia,1988/11/13,2018/07/09,88,2000,AR,us softball league,Pearson Group
Trevor,Mcmahon,1982/01/26,2018/05/16,79,1975,NH,us softball league,Hunter Ltd
Samantha,Wright,1962/09/04,2018/10/25,60,2016,NJ,us softball league,"Mullen, Huffman and Vasquez"
Calvin,Jackson,1962/05/07,2018/11/18,71,2010,IL,us softball league,Bruce Inc
Dana,Martinez,1994/05/22,2018/03/21,78,1978,WV,us softball league,Pearson Group
Jared,Brown,1993/04/14,2018/03/31,62,2012,UT,us softball league,
Monica,Smith,1973/12/17,2018/02/10,43,1982,WI,us softball league,"Jackson, Carlson and Contreras"
Rita,Murphy,1996/05/16,2018/02/27,88,2009,LA,us softball league,Scott and Sons
Michelle,Foster,1987/07/15,2018/08/22,80,1973,WY,us softball league,Keller Group
Joseph,Cooper,1982/11/27,2018/08/18,75,1970,HI,us softball league,"Martin, Mcknight and Clark"
Tyler,Wiggins,1974/10/09,2018/03/20,93,2015,ID,us softball league,Keller Group
Jennifer,Paul,1995/10/27,2018/05/21,69,1976,NM,us softball league,Hunter Ltd
Travis,Martin,1963/01/10,2018/01/10,51,2012,TX,us softball league,"Alvarez, Schaefer and Robertson"
Michael,Murray,1997/04/25,2018/11/20,99,1970,AZ,us softball league,"Smith, Torres and Matthews"
Michael,Rivera,1975/05/06,2018/06/22,83,2006,MI,us softball league,"Kelley, Gilbert and Jackson"
Douglas,Mckinney,1969/03/13,2018/04/11,88,2014,UT,us softball league,Mcdonald Inc
Samantha,Scott,1988/04/18,2018/01/14,60,2006,IA,us softball league,
Debra,Moore,1975/12/14,2018/10/08,45,2001,AK,us softball league,Scott and Sons
Paula,Jackson,1993/11/19,2019/01/01,33,1986,NJ,us softball league,Williams-Stephenson
Jennifer,Avery,1974/10/24,2018/12/02,76,2012,WA,us softball league,Rivera Ltd
Kyle,Shaw,1978/06/21,2018/09/13,69,1991,KS,us softball league,Scott and Sons
Debra,Foster,1959/05/31,2018/05/21,43,2004,SD,us softball league,Pearson Group
Brett,Hickman,1989/09/21,2018/09/05,80,1976,OR,us softball league,"Smith, Torres and Matthews"
Luke,Pierce,1965/01/29,2018/01/26,46,1971,GA,us softball league,Bruce Inc
Sandra,Lane,1961/03/29,2018/01/14,74,1991,WA,us softball league,Keller Group
Nicholas,Fowler,1967/05/20,2018/11/13,59,2018,VA,us softball league,Keller Group
Danny,Yates,1995/01/14,2018/10/18,93,2018,AZ,us softball league,"Mullen, Huffman and Vasquez"
Austin,Carter,1971/05/02,2018/11/04,46,1975,LA,us softball league,"Hopkins, Barnes and Ward"
Tracy,Hunter,1968/01/03,2018/12/03,64,1989,IA,us softball league,"Alvarez, Schaefer and Robertson"
Breanna,Smith,1979/01/18,2019/01/09,68,1979,WA,us softball league,Rivera-Morrow
Heather,Cruz,1994/12/18,2018/05/26,78,2010,HI,us softball league,"Smith, Torres and Matthews"
Charles,Miller,1984/01/16,2018/09/21,70,1978,SC,us softball league,
Amy,Middleton,1984/11/15,2018/10/27,94,2007,ND,us softball league,Williams-Stephenson
Donna,Martin,1975/08/29,2018/06/08,79,2008,SC,us softball league,Bruce Inc
Michael,Castillo,1981/12/20,2018/04/09,67,1974,MT,us softball league,Peterson and Sons
Ashley,Payne,1963/05/09,2018/07/24,45,2017,WV,us softball league,"Jackson, Carlson and Contreras"
Eric,Clark,1993/07/23,2018/04/09,41,1993,ND,us softball league,Keller Group
April,Williams,1980/12/03,2018/02/18,93,1993,VT,us softball league,"Hopkins, Barnes and Ward"
Alexandra,Sherman,1975/03/02,2018/03/03,69,1992,NC,us softball league,Hunter Ltd
Steven,Scott,1994/11/15,2018/08/03,85,1975,MS,us softball league,Pearson Group
Stephen,Ferguson,1997/09/17,2018/12/21,48,2001,ID,us softball league,
Mary,Carrillo,1959/07/05,2018/12/18,30,2012,MD,us softball league,"Mullen, Huffman and Vasquez"
Mrs.,Marissa Lewis MD,1968/05/18,2018/12/09,79,1987,WI,us softball league,Rivera Ltd
Daniel,Smith,1971/06/20,2018/11/20,31,1995,ND,us softball league,Parker Group
Thomas,Harvey,1993/09/27,2018/02/04,91,1991,FL,us softball league,
Bruce,Graham,1997/10/09,2018/09/14,94,1992,SC,us softball league,Rivera Ltd
Kimberly,Thompson,1959/08/02,2018/05/06,96,1995,RI,us softball league,"Brown, Vasquez and Sanchez"
Joe,Logan,1986/11/12,2018/09/18,78,1985,UT,us softball league,Bruce Inc
Kelly,Booker,1978/10/01,2018/09/21,86,2005,MO,us softball league,"Kelley, Gilbert and Jackson"
Taylor,Zamora,1959/08/12,2018/10/05,79,1992,ND,us softball league,
Dennis,Mora,1976/11/01,2018/08/16,79,1992,OH,us softball league,"Smith, Torres and Matthews"
Cheryl,Mckay,1983/09/19,2018/09/28,95,1982,OH,us softball league,Keller Group
Michelle,Pacheco,1990/07/01,2018/09/06,42,2018,MN,us softball league,"Kelley, Gilbert and Jackson"
Patricia,Thompson,1973/06/21,2018/03/05,68,2014,RI,us softball league,Peterson and Sons
Stacey,Harrell,1961/10/22,2018/06/05,42,2013,SC,us softball league,Williams-Stephenson
Clarence,Williams,1981/11/04,2018/03/10,72,1991,WA,us softball league,Mcdonald Inc
Donna,Hernandez,1961/06/01,2018/12/25,43,2003,OH,us softball league,Taylor-Alvarez
Richard,Johnson,1984/01/20,2018/01/23,38,1972,NY,us softball league,
Rachel,Garcia,1959/05/04,2018/07/24,36,1996,VT,us softball league,Hunter Ltd
Johnny,Hansen,1976/01/17,2018/03/16,52,1994,ME,us softball league,Parker Group
Jonathan,Silva,1968/11/12,2018/01/16,84,1972,IL,us softball league,Peterson and Sons
Morgan,Young,1962/10/11,2018/04/21,62,1977,GA,us softball league,Parker Group
Keith,Barker,1977/02/07,2018/02/10,30,1971,SC,us softball league,"Alvarez, Schaefer and Robertson"
Patty,Washington,1975/11/14,2018/08/30,45,1981,NJ,us softball league,"Alvarez, Schaefer and Robertson"
Rachel,Walker,1964/10/09,2018/09/08,96,1997,WV,us softball league,Rivera Ltd
Deborah,Duffy,1963/12/08,2018/04/18,55,2010,CA,us softball league,"Brown, Vasquez and Sanchez"
Mr.,Steven Soto,1992/10/17,2018/05/20,65,1991,WV,us softball league,Scott and Sons
Amanda,Durham,1993/03/21,2018/11/17,93,2004,IN,us softball league,Scott and Sons
Sarah,Jordan,1990/11/28,2018/11/08,47,2017,MD,us softball league,Pearson Group
Mary,Webb,1983/12/12,2018/07/06,96,1986,LA,us softball league,Taylor-Alvarez
Anne,Williams,1987/02/15,2018/11/27,61,2014,ND,us softball league,Bruce Inc
Mrs.,Ashley Parks,1980/01/28,2018/08/19,34,1979,AL,us softball league,Rivera Ltd
Shirley,Harvey,1991/05/09,2018/02/26,98,2003,OH,us softball league,Taylor-Alvarez
Richard,Suarez,1986/09/12,2018/10/20,41,2018,KS,us softball league,Parker Group
Robert,Johnson,1981/09/04,2018/10/04,46,1972,MO,us softball league,Bruce Inc
Deborah,Hardy,1978/08/26,2018/09/12,60,1984,NE,us softball league,Peterson and Sons
Deborah,Williams,1982/10/10,2018/02/03,36,1974,VA,us softball league,
Scott,Rodriguez,1971/11/26,2018/01/10,35,2000,NV,us softball league,Taylor-Alvarez
Brianna,Mendoza,1986/08/09,2018/09/22,49,2007,SC,us softball league,
Raymond,Mason,1981/08/25,2018/11/19,47,1996,SC,us softball league,"Mullen, Huffman and Vasquez"
Dana,Coleman,1962/10/20,2018/12/12,55,1970,MO,us softball league,Bruce Inc
Andrew,Burgess,1971/11/22,2018/02/17,80,1999,GA,us softball league,"Jackson, Carlson and Contreras"
Scott,Maxwell,1983/02/18,2018/01/29,42,1996,GA,us softball league,Hunter Ltd
Katherine,Haynes,1990/07/19,2018/11/27,86,2018,NJ,us softball league,Hunter Ltd
Alison,Burton,1993/02/26,2018/09/15,33,1998,NJ,us softball league,"Kelley, Gilbert and Jackson"
Charles,Rivera,1985/12/07,2018/04/09,66,2018,RI,us softball league,Rivera-Morrow
Edward,Alexander,1980/03/26,2018/02/03,51,1984,IN,us softball league,"Alvarez, Schaefer and Robertson"
Scott,Ware,1987/10/12,2018/01/09,47,2005,ME,us softball league,"Smith, Torres and Matthews"
Stacey,Hernandez,1971/05/31,2018/07/11,79,1980,CO,us softball league,Williams-Stephenson
Peter,Mccoy,1970/07/11,2018/10/20,97,1980,NC,us softball league,Bruce Inc
Ernest,Martinez,1978/11/04,2018/06/25,88,1989,MA,us softball league,Peterson and Sons
Heather,Paul,1960/02/19,2018/03/05,96,2014,AZ,us softball league,Taylor-Alvarez
Jesse,Roberts,1962/07/04,2018/02/13,51,1984,AK,us softball league,"Hopkins, Barnes and Ward"
Jay,Stark,1983/12/21,2018/07/23,66,1971,TX,us softball league,"Hopkins, Barnes and Ward"
Maurice,Short,1997/07/05,2018/08/03,34,1982,AZ,us softball league,"Jackson, Carlson and Contreras"
Steven,Bird,1965/06/12,2018/09/06,96,1972,ME,us softball league,Scott and Sons
Nicole,Johnson,1989/09/24,2018/10/27,70,2014,IA,us softball league,"Kelley, Gilbert and Jackson"
Richard,Davis,1978/09/14,2018/03/24,67,1986,PA,us softball league,"Mullen, Huffman and Vasquez"
Margaret,Chavez,1968/06/01,2018/07/15,48,1986,MI,us softball league,
Elijah,Jefferson,1992/12/23,2018/06/24,58,1977,AR,us softball league,
Sara,Wood,1971/01/02,2018/03/10,47,2012,ME,us softball league,"Jackson, Carlson and Contreras"
Laura,Lee,1977/12/14,2018/04/10,34,1971,HI,us softball league,Williams-Stephenson
Caitlin,Ewing,1972/12/18,2018/04/27,41,1980,MI,us softball league,"Martin, Mcknight and Clark"
Kenneth,Hill,1967/12/12,2018/08/03,34,1990,CO,us softball league,Parker Group
Nathaniel,Smith,1961/10/11,2019/01/02,40,2002,IA,us softball league,Bruce Inc
Sharon,Smith,1988/04/30,2018/06/06,64,1980,AZ,us softball league,Hunter Ltd
Cody,Wilcox,1991/03/10,2018/10/15,62,1972,TX,us softball league,Parker Group
Dylan,Chen,1971/12/10,2018/05/08,58,1979,UT,us softball league,Rivera-Morrow
Gabriela,Wu,1979/01/14,2018/04/18,70,1986,ND,us softball league,
James,Browning,1989/03/06,2018/08/16,55,2004,OH,us softball league,Mcdonald Inc
Mrs.,Courtney Smith,1979/07/15,2018/01/23,89,1990,KY,us softball league,Rivera-Morrow
Robert,Marshall,1976/02/16,2018/11/01,97,1989,MO,us softball league,"Mullen, Huffman and Vasquez"
Karen,James,1978/12/24,2018/08/03,93,1971,KS,us softball league,"Smith, Torres and Matthews"
Christopher,Richardson,1979/05/12,2018/04/16,60,1972,MA,us softball league,Rivera Ltd
Johnny,Jackson,1967/08/26,2018/11/10,85,1995,VT,us softball league,Parker Group
Michael,Robles,1963/02/04,2018/05/07,33,1971,DE,us softball league,Parker Group
Christopher,Buckley,1977/06/24,2018/06/05,84,1998,OR,us softball league,Peterson and Sons
Albert,Maldonado,1989/01/04,2018/03/14,53,1976,WA,us softball league,"Martin, Mcknight and Clark"
Matthew,Hall,1963/11/16,2018/03/14,74,2015,SD,us softball league,"Kelley, Gilbert and Jackson"
Amy,Shannon,1959/05/06,2018/07/16,42,2000,CT,us softball league,Keller Group
Kathleen,Fernandez,1989/05/24,2018/08/08,97,1975,AZ,us softball league,"Mullen, Huffman and Vasquez"
Anthony,Castillo,1967/09/24,2018/04/27,66,1997,WV,us softball league,Rivera Ltd
Charles,Phillips,1959/10/13,2018/01/30,56,1999,AZ,us softball league,"Jackson, Carlson and Contreras"
Luis,Lopez,1993/01/07,2018/10/30,48,2013,MD,us softball league,Bruce Inc
Dylan,Baxter,1994/09/26,2018/12/12,52,1989,WY,us softball league,"Kelley, Gilbert and Jackson"
Nicholas,Rivera,1960/04/03,2018/03/03,42,2010,MA,us softball league,Hunter Ltd
Sean,Howell,1985/10/08,2018/08/05,77,1994,ND,us softball league,Pearson Group
Christopher,Coffey,1989/12/30,2018/01/31,67,1976,IA,us softball league,"Brown, Vasquez and Sanchez"
Karen,Berg,1966/09/13,2018/10/10,65,2006,MN,us softball league,Peterson and Sons
Cole,Davis,1959/03/20,2018/04/15,85,2004,WV,us softball league,"Mullen, Huffman and Vasquez"
Christopher,Berger,1987/06/22,2018/05/16,51,2009,WA,us softball league,Mcdonald Inc
Luis,Brennan,1995/12/16,2018/10/17,30,2004,PA,us softball league,Mcdonald Inc
Anthony,Hughes,1971/08/03,2018/10/21,46,2014,WI,us softball league,"Kelley, Gilbert and Jackson"
Shane,Brady,1980/06/17,2018/06/26,83,1999,LA,us softball league,Keller Group
Megan,Curtis,1978/04/12,2018/09/03,92,1982,MA,us softball league,Parker Group
Alicia,Griffin,1961/05/28,2018/11/15,90,1995,VT,us softball league,"Mullen, Huffman and Vasquez"
Mark,Anderson,1983/11/11,2018/05/31,33,1993,TX,us softball league,Peterson and Sons
Kristen,Barber,1992/01/12,2018/02/20,53,2002,MO,us softball league,Peterson and Sons
Jeffrey,Marshall,1988/01/14,2018/05/01,94,2013,WV,us softball league,Pearson Group
Lisa,Saunders,1980/11/19,2018/11/02,49,1988,MD,us softball league,Keller Group
Peter,Lara,1981/10/25,2018/10/23,97,1995,HI,us softball league,Peterson and Sons
Heather,Jones DDS,1986/05/29,2018/11/18,85,1985,PA,us softball league,Williams-Stephenson
Daniel,Howard,1995/10/31,2018/12/13,81,2013,NM,us softball league,"Hopkins, Barnes and Ward"
Alicia,Walker,1989/08/31,2018/06/16,85,2010,GA,us softball league,
Scott,Hunter,1970/09/15,2018/07/06,67,1979,SD,us softball league,Parker Group
Lucas,Scott,1997/08/04,2018/08/14,69,1986,AZ,us softball league,Hunter Ltd
Ashley,Garrett,1989/05/08,2018/09/05,32,2016,ND,us softball league,Hunter Ltd
Jeffrey,Carlson,1963/01/20,2018/10/29,83,2004,MO,us softball league,"Martin, Mcknight and Clark"
Robert,Sanchez,1992/02/27,2018/10/18,94,2015,SC,us softball league,Peterson and Sons
Brittany,Brooks,1987/01/22,2018/07/09,76,2009,WY,us softball league,"Brown, Vasquez and Sanchez"
Noah,Perez,1989/05/05,2018/07/05,72,1977,NC,us softball league,Peterson and Sons
Mrs.,Veronica Jackson,1969/02/05,2019/01/01,91,2000,MA,us softball league,"Smith, Torres and Matthews"
Virginia,Braun,1980/04/22,2018/09/29,73,1973,SD,us softball league,Bruce Inc
Angela,Gilbert,1994/11/20,2019/01/05,42,1988,DE,us softball league,Rivera Ltd
Katelyn,Munoz,1960/04/28,2018/08/30,33,2003,NC,us softball league,"Kelley, Gilbert and Jackson"
Mark,Jackson,1975/11/13,2019/01/04,74,1998,AL,us softball league,Keller Group
Frederick,Jackson,1970/06/12,2018/04/04,57,1994,DE,us softball league,Parker Group
Joseph,Holland,1971/11/27,2018/10/07,36,1976,UT,us softball league,Peterson and Sons
Vincent,Figueroa,1982/02/08,2018/05/17,58,1977,IN,us softball league,Pearson Group
Crystal,Holmes,1969/06/06,2018/05/06,91,2017,NJ,us softball league,Hunter Ltd
Johnny,Smith,1967/04/13,2018/08/29,39,2009,CT,us softball league,Keller Group
Joseph,Taylor,1968/05/27,2018/10/06,92,2018,MT,us softball league,"Hopkins, Barnes and Ward"
Joseph,Medina,1978/11/29,2018/03/17,95,1984,CT,us softball league,"Alvarez, Schaefer and Robertson"
Rachel,Lewis,1979/07/04,2018/05/28,33,1998,MO,us softball league,"Mullen, Huffman and Vasquez"
Thomas,Adkins,1961/06/26,2018/04/04,55,1986,LA,us softball league,Rivera Ltd
Jeff,Jones,1994/07/23,2018/07/13,45,1992,MI,us softball league,Hunter Ltd
David,Daniels,1966/08/23,2018/01/28,36,1989,OH,us softball league,"Hopkins, Barnes and Ward"
Jason,Cook,1975/10/04,2018/05/17,89,2005,TN,us softball league,Bruce Inc
Angela,Vincent DVM,1969/09/11,2018/09/18,93,1976,IA,us softball league,Hunter Ltd
Melissa,Miller,1994/08/13,2018/02/05,52,1988,NM,us softball league,"Brown, Vasquez and Sanchez"
Gabriel,Taylor,1986/01/18,2018/06/09,64,1996,HI,us softball league,Parker Group
Joshua,Preston,1974/08/01,2018/07/03,88,1979,UT,us softball league,
Deborah,Myers,1980/11/10,2018/06/26,58,2007,MA,us softball league,Keller Group
Anne,Lynch,1967/08/21,2018/02/20,63,2004,MT,us softball league,"Hopkins, Barnes and Ward"
Joan,Davis,1997/11/23,2018/06/30,93,1978,IA,us softball league,Hunter Ltd
Anna,Rosario,1961/10/07,2018/04/05,52,2008,MO,us softball league,
Joseph,Smith,1994/02/01,2018/02/23,73,1970,PA,us softball league,"Brown, Vasquez and Sanchez"
Jose,Mcpherson,1969/11/06,2018/04/11,69,2010,TX,us softball league,Pearson Group
Gabrielle,Mullins,1965/12/09,2018/04/14,96,1994,MA,us softball league,Peterson and Sons
Annette,Case,1966/03/19,2018/11/07,55,1999,MO,us softball league,Pearson Group
Jeffrey,West,1986/05/17,2018/03/06,99,1977,GA,us softball league,Bruce Inc
Jay,Jackson,1998/11/17,2018/08/29,97,1989,TN,us softball league,Peterson and Sons
Mary,Moon,1971/05/29,2019/01/05,99,1995,MD,us softball league,"Brown, Vasquez and Sanchez"
James,Adkins,1977/06/08,2018/01/13,74,1976,VA,us softball league,Williams-Stephenson
Michael,Sanchez,1990/09/07,2018/08/21,88,1996,CO,us softball league,Peterson and Sons
Nancy,Dixon,1998/11/18,2018/09/11,39,1971,AR,us softball league,"Smith, Torres and Matthews"
Dominique,Carter,1959/08/23,2018/05/15,95,1991,TN,us softball league,Rivera-Morrow
Jacqueline,Rhodes,1989/11/13,2018/04/29,55,2005,KY,us softball league,Pearson Group
Joanna,Hutchinson,1960/09/12,2018/02/10,47,1979,TN,us softball league,Rivera-Morrow
Dorothy,Mckinney,1985/06/26,2018/12/24,60,1983,OH,us softball league,Peterson and Sons
Troy,Dominguez,1977/10/06,2018/09/16,72,2009,NY,us softball league,"Hopkins, Barnes and Ward"
Tonya,Miller,1973/11/26,2018/06/13,49,1988,WI,us softball league,"Alvarez, Schaefer and Robertson"
Brad,Marshall,1981/09/15,2018/06/19,40,2017,MO,us softball league,"Mullen, Huffman and Vasquez"
Vanessa,Carey,1984/07/14,2018/02/04,79,2000,IL,us softball league,Parker Group
Kyle,Mahoney,1983/10/11,2018/11/15,53,1994,ND,us softball league,Rivera Ltd
John,Guzman,1963/08/11,2018/12/30,79,1987,MA,us softball league,"Brown, Vasquez and Sanchez"
Ms.,Stacy Nguyen,1969/07/24,2018/11/13,43,2014,ME,us softball league,"Jackson, Carlson and Contreras"
Krystal,Thompson,1979/03/17,2018/05/19,69,1970,NJ,us softball league,Keller Group
Jesus,Rodriguez,1973/01/18,2018/10/02,35,2001,CO,us softball league,Keller Group
William,Hoffman,1980/04/16,2018/07/30,70,2012,LA,us softball league,"Alvarez, Schaefer and Robertson"
Veronica,Lindsey,1986/10/19,2018/03/21,93,1975,GA,us softball league,Bruce Inc
Chad,Armstrong,1973/01/27,2018/04/23,38,2006,ID,us softball league,Scott and Sons
Jeff,Stewart,1977/09/07,2018/02/15,80,2006,SC,us softball league,"Mullen, Huffman and Vasquez"
Joseph,Everett,1965/10/05,2018/01/11,66,1981,HI,us softball league,Pearson Group
Jessica,Hale,1979/10/17,2018/04/21,50,2015,NJ,us softball league,"Kelley, Gilbert and Jackson"
Kelly,Russell,1986/12/20,2018/11/24,54,1983,ID,us softball league,Parker Group
Kathy,Cobb,1971/06/03,2018/09/16,30,2012,NY,us softball league,"Alvarez, Schaefer and Robertson"
Victor,Robinson,1975/10/24,2018/12/01,30,1995,AL,us softball league,Parker Group
Christopher,Armstrong,1966/12/25,2018/02/16,66,2010,IA,us softball league,
Eric,Turner,1984/01/27,2018/07/07,47,2013,OR,us softball league,"Mullen, Huffman and Vasquez"
Kaitlyn,Dorsey,1974/09/26,2018/10/30,51,2006,CO,us softball league,Williams-Stephenson
Jose,Flores,1962/09/06,2018/09/09,53,1987,CA,us softball league,"Mullen, Huffman and Vasquez"
Ernest,Phillips,1969/12/06,2018/05/19,82,1997,TX,us softball league,
Rebecca,Sanchez,1988/04/02,2018/04/18,96,2007,MI,us softball league,Parker Group
David,Jones,1969/09/11,2018/08/23,43,1999,NY,us softball league,Keller Group
Cindy,Smith,1968/07/24,2018/10/29,69,2014,OR,us softball league,Taylor-Alvarez
